id,name
OX35RU,AutoStore Holdings Ltd.
D43A7A,Talanx AG
DB08C7,H. Lundbeck A/S
29742E,Orsted A/S
736AB6,STMicroelectronics N.V.
8F67EE,Imperial Brands PLC
69CC3E,Swiss Life Holding AG
41F457,Hochtief AG
7A54FE,Givaudan S.A.
D7998C,Repsol S.A.
108DB5,OTP Bank Nyrt.
F8FB07,Experian PLC
80BE8A,Adyen N.V.
CB3F2D,Sok Marketler Ticaret A.S.
8D40EC,PKO Bank Polski S.A.
69ADD9,Volkswagen AG
E9C8E8,CEZ A.S.
872855,Catena AB
4D80DB,Naturgy Energy Group S.A.
112F8F,SpareBank 1 SMN ASA
1E2158,Munters Group AB
E094EB,Smith & Nephew PLC
3C1252,Eurobank Ergasias Services & Holdings SA
E92DFC,Camurus AB
F3788A,Kone Oyj
0119FA,BT Group PLC
D6E5A4,Sampo PLC
921CBB,Kuehne + Nagel International AG
BA9110,Fresenius SE & Co. KGaA
F92DBC,Veolia Environnement S.A.
FA3D22,Kindred Group PLC
8876D6,Adidas AG
816A37,Vestas Wind Systems A/S
2DBF98,Willis Towers Watson PLC
C1C633,Dassault Systemes SE
5C00BC,Poste Italiane S.p.A.
734206,SpareBank 1 Ostlandet ASA
C7E3CA,BW LPG Ltd.
LWY4AI,Höegh Autoliners ASA
7C623A,Horizon Therapeutics Ltd. (Ireland)
7EBC5B,Sika AG
D03FF2,Svenska Handelsbanken AB
1A9CAF,Dassault Aviation S.A.
CB10F8,H&M Group
075AEB,Helvetia Baloise Holding AG
F4194B,Sanofi S.A.
D74613,Snam S.p.A.
642EEA,Amadeus IT Group S.A.
627395,BPER Banca S.p.A.
E972A0,Veidekke ASA
C87ECC,LyondellBasell Industries N.V.
42B662,Fresnillo PLC
04700D,Peab AB
D68276,Telefonica S.A.
BF0081,Hektas Ticaret T.A.S.
9022A0,Aviva PLC
97C9D9,Novonesis A/S
F55A14,Spar Nord Bank A/S
DC1BFA,Wallenstam AB
8B1ED3,Hexagon AB
9453BA,Atlas Copco AB
5AFAA3,Hufvudstaden AB
FA1D11,BioArctic AB
D4D290,Neste Oyj
AE8CE0,Telenor ASA
DEB102,Wilhelm Wilhelmsen Holding ASA
9114B8,OMV AG
B8BD37,AerCap Holdings N.V.
A1FF80,Fortum Oyj
8A999F,Hapag-Lloyd AG
4B604B,Terna Rete Elettrica Nazionale S.p.A.
59DC38,Partners Group Holding AG
49E038,Aker BP ASA
7C1C76,BioNTech SE
528DA2,EDP S.A.
2F9655,Cellnex Telecom S.A.
00593E,Wartsila Oyj
E54950,Alfa Laval AB
63A9BE,Geberit AG
D10E69,Vantage Towers AG
6BC61F,Banca Monte dei Paschi di Siena S.p.A.
187183,Bouygues S.A.
3M1AR3,Girisim Elektrik San. Taahhut Ve Tic. AS
62C105,Sunbelt Rentals Holdings Inc.
DD5C33,International Airlines Group
7055C5,Vonovia SE
F62500,AIB Group PLC
4F892B,Schindler Holding AG
95F411,HMS Networks AB
C7AE8D,Pandox AB
LIVBLM,Steris PLC
D6AAF0,Mercedes-Benz Group AG
1A2458,Scatec ASA
8C15E2,Koninklijke KPN N.V.
BC77BC,Publicis Groupe S.A.
BF4F6A,Beiersdorf AG
F329D5,Kazatomprom JSC NAC
27E2DB,NN Group N.V.
3467C7,Austevoll Seafood ASA
D8480B,Banco BPM S.p.A.
C6389F,ORLEN S.A.
C1AEF1,Heineken Holding N.V.
AD475F,Norsk Hydro ASA
14AA8D,Next PLC
44F9E4,Coca-Cola HBC AG
B20D2E,Bravida Holding AB
DB5309,SGS S.A.
9DB0EF,ABN AMRO Bank N.V.
8AC990,Bank Millennium S.A.
D516C5,Michelin SCA
47F966,Capgemini S.E.
E3CD58,Societatea Nationala Nuclearelectrica SA
B7B747,Telia Co. AB
08B4B5,Roivant Sciences Ltd.
00C977,BRD-Groupe Societe Generale S.A.
085C10,Bufab AB
7286BE,AF Gruppen ASA
3BE2BD,MTU Aero Engines AG
9F09C9,Halma PLC
AC78F4,Sinch AB
1B1ED3,Stolt-Nielsen Ltd.
CD7A06,Alcon AG
691BA6,Entra ASA
5D37BB,Atrium Ljungberg AB
17E42E,Legal & General Group PLC
184B27,NCC AB
3CA8E6,Sartorius Stedim Biotech S.A.
FC4652,nVent Electric PLC
1520CA,Arion Bank
9897E7,EMS-Chemie Holding AG
7697D2,Torm PLC
A504F5,Orange Polska S.A.
BC8E88,VAT Group AG
DF8855,Amcor PLC
3BD4B3,Knorr-Bremse AG
112B21,Pernod Ricard S.A.
6A027C,Flutter Entertainment PLC
DB2D9E,WPP PLC
6056E8,Henkel AG & Co. KGaA
5C5BE0,Elkem ASA
9A95B8,Traton SE
33B0C5,JDE Peet's N.V.
2238CA,Genmab A/S
D5C2D9,BE Semiconductor Industries N.V.
29BD75,Banco Sabadell S.A.
C7CAD3,Associated British Foods PLC
A75ABE,Wolters Kluwer N.V.
C4A4CC,InterContinental Hotels Group PLC
806766,EDP Renovaveis S.A.
AE4ACE,Bank of Ireland Group PLC
7507A6,Euronext N.V.
3EFE75,Uniper SE
0B632C,Airtel Africa PLC
8DC7AC,Unipol Gruppo S.p.A.
6EE648,Moncler S.p.A.
15F47F,Straumann Holding AG
C77474,Santander Bank Polska S.A.
F7E049,Rentokil Initial PLC
024205,Galp Energia SGPS S.A.
4618B4,Schouw & Co. A/S
FF8514,SAP SE
E1E093,Merck Darmstadt
C86C8D,UPM-Kymmene Corp.
EQ23NL,OX2 AB
05461A,Ipsen S.A.
0554A6,Pepco Group N.V.
F731C5,Bure Equity AB
794A66,Granges AB
F862DA,SpareBank 1 Nord-Norge
07101A,Norwegian Air Shuttle ASA
D6F456,Mediobanca SPA
219A11,Julius Baer Group Ltd.
18958B,Powszechny Zaklad Ubezpieczen S.A.
F60ACA,HAL Trust Co.
DB06B7,NP3 Fastigheter AB
222D38,Eiffage S.A.
D70BD1,Amundi SA
F95404,Banca Mediolanum S.p.A.
D4F5F8,Kingspan Group PLC
VFQXNH,Vimian Group AB
925050,Jeronimo Martins SGPS S.A.
9E16E7,A.P. Moller-Maersk A/S
21770E,Swedish Orphan Biovitrum AB
13D576,Ageas SA/NV
D5D251,Bank Handlowy w Warszawie S.A.
CF0C90,Banco Comercial Portugues S.A.
35E532,ING Bank Slaski S.A.
4D6198,Elia Group S.A.
233B7A,Systemair AB
5AAE75,ASR Nederland N.V.
E868F0,Yara International ASA
E52DAD,BlueNord ASA
284283,Boliden AB
9AEA2D,Continental AG
38FC4D,Tryg A/S
B887A5,Bankinter S.A.
551F85,Metso Oyj
E894E1,Coloplast A/S
DC0563,OEM-International AB
505212,Covestro AG
AA7506,Raiffeisen Bank International AG
8D1632,Tele2 AB
322A44,Pentair PLC
49A2D7,Electrolux Professional AB
A6BE37,Ascendis Pharma A/S
8E75A5,Nyfosa AB
7D6547,Swiss Prime Site AG
0285DE,Mapfre S.A.
SZDZBN,Storskogen Group AB
C79992,National Bank of Greece S.A.
7A8893,Bureau Veritas SA
D065EF,Lindt & Sprungli AG
E9E44A,Carrefour S.A.
19C507,FinecoBank S.p.A.
DFDEAD,Scottish Mortgage Investment Trust PLC
990599,Schneider Electric SE
A1EDD8,Bollore SE
55EDAF,Millicom International Cellular S.A.
AD88B3,Afry AB
7796FE,Sonova Holding AG
FC9869,Verbund AG
2CD1E0,Centrica PLC
4582C1,mBank S.A.
F7B8AC,CNH Industrial N.V.
D389EC,Informa PLC
34B00D,Beijer Alma AB
D01549,Fresenius Medical Care AG
452EA1,Evolution AB
1B1348,Gjensidige Forsikring ASA
182546,Admiral Group PLC
08862E,Alstom S.A.
64CEBB,Aptiv Irish Holdings Ltd.
4397ED,BioMerieux S.A.
B4C694,Smurfit Kappa Group PLC
A07DC6,Acciona S.A.
HUJ7I1,Wise PLC
E2D70C,Aéroports de Paris
EEA1E7,Severn Trent PLC
A584AC,Orkla ASA
D7A681,L'Oreal S.A.
3ED502,Carlsberg A/S
B16273,Adevinta ASA
2E8AEB,Kerry Group PLC
820C99,Nordex SE
9B0864,Lifco AB
66DZZV,Vår Energi ASA
0E2789,United Utilities Group PLC
352AAB,Getlink S.E.
D90D7F,Piraeus Financial Holdings S.A.
9D1E1A,Groupe Bruxelles Lambert S.A.
446ADD,Mowi ASA
F9A645,SkiStar AB
9A3FF4,Allegion PLC
69EF5D,Recordati S.p.A.
484468,Invisio AB
913121,Lindab International AB
13FA4C,UIE PLC
79C50D,Strabag SE
D5895C,Symrise AG
E0E897,Allfunds Group PLC
427864,Kinnevik AB
D2B944,Bilia AB
33649B,Logitech International S.A.
ATOQTU,Smart Gunes Enerjisi Tek
1F3EB2,Eurofins Scientific S.E.
0911F1,Rexel S.A.
0AE795,OPAP Holding SA
7D453A,BAWAG Group AG
8B38DB,Nolato AB
E0A84E,AccorHotels S.A.
AEA57C,Jazz Pharmaceuticals PLC
1C66D0,LPP S.A.
SNKMGL,Technoprobe S.p.A.
A054B9,Modern Times Group MTG AB
2EE686,Jeudan A/S
882DCF,Vestel Beyaz Esya Sanayi Ve Ticaret A.S.
